Verse,Meter,char_count,new_char_count,word_count,Stressed_Verse
at length the fatal morn arose,iambic,6,30,6,wswswsws
dull rest they now and fatal slumbers love,iambic,6,42,8,wswswswsws
and led thee through a maze of sorrow to the grave,iambic,6,50,11,wswswswsswsw
and catch the falling dewdrops which supply,iambic,6,43,7,wswswswsws
a garland rich thy dwelling shall entwine,iambic,6,41,7,wswswswsws
th' unfinish'd sentence and with dueful bow,iambic,6,43,7,swswswswsws
amid the mighty uproar while below,iambic,6,34,6,wswswswsws
yet blushing dries them lest the god of day,iambic,6,43,9,wswswswsws
thro' a rebellious frozen heart,iambic,6,31,5,wswswsws
quaffing rich liquids oh how sweet t' enjoy,iambic,6,43,8,sswsswswsws
sometimes i interlope and slight the laws,iambic,6,41,7,wswswswsws
from morn to eve the woman plies,iambic,6,32,7,wswswsws
could she not more delighted hear,iambic,6,33,6,wswswsws
we trust th' important charge the petticoat,iambic,6,43,7,swswswswsws
by choice the hold th' ambitious toil,iambic,6,37,7,swswswsws
sir trust my honour you shall find me true,iambic,6,42,9,wswswswsws
thus heav'n approves as honest and sincere,iambic,6,42,7,wswswswsws
on every foot of that improving ground,iambic,6,38,7,wsswswswsws
then to these arms with stagg'ring steps did haste,iambic,6,50,9,wswswswsws
sweetly intermix'd and lovely to behold,iambic,6,39,6,swswswswsws
at once they dazzled and engag'd the sight,iambic,6,42,8,wswswswsws
life thro' opinion's false perspective seen,iambic,6,43,6,wswsswswsws
i'm very sensible he's mad in law,iambic,6,33,7,wswswswsws
when safe occasion offers and with dance,iambic,6,40,7,wswswswsws
distress should bid our generous pity flow,iambic,6,42,7,wswswsswsws
and still the hollow roaring of the sea,iambic,6,39,8,wswswswsws
ah had he met thee in this happier hour,iambic,6,39,9,wswswswsswsw
and waft away the rising storm,iambic,6,30,6,wswswsws
though feeble in degree in kind the same,iambic,6,40,8,wswswswsws
blest is the maid and worthy to be blest,iambic,6,40,9,wswswswsws
whene'er he deigns to stay at home,iambic,6,34,7,swswswsw
the pois'nous reptiles here their mischiefs bring,iambic,6,49,7,wswswswsws
the bright original was one he knew,iambic,6,35,7,wswswswsws
this mean to mighty for this glorious end,iambic,6,41,8,wswswswswsw
the fair recess must seek with cheerful mind,iambic,6,44,8,wswswswsws
but let me still confide,iambic,6,24,5,wswsws
how did she lift her hands and stare,iambic,6,36,8,wswswsws
let me enjoy my visionary world,iambic,6,31,6,wswswswsws
freed from alarms the smiling neighbours meet,iambic,6,45,7,wswswswsws
who still are pleas'd too little or too much,iambic,6,44,9,wswswswsws
scarce had she spoke when thatm cherubic car,iambic,6,44,8,wswswsswsws
pours in among the stormy hebrides,iambic,6,34,6,wswswswsws
where the grave justice ends the grievous fray,iambic,6,46,8,wswswswsws
and action right for action treads the path,iambic,6,43,8,wswswswsws
nor give thy god a rival in thy pride,iambic,6,37,9,wswswswsws
why didst thou seek this luckless strand,iambic,6,40,7,wswswsws
and gilds the regions of eternal day,iambic,6,36,7,wswswswsws
incumbent revel in his frail abode,iambic,6,34,6,wswswswsws
now honour pleaded that my fame should bleed,iambic,6,44,8,wswswswsws
see how both states are by connection ty'd,iambic,6,42,8,wswswswsws
weigh well his humour was it dress,iambic,6,34,7,wswswsws
a dismal dwelling hid by waving trees,iambic,6,37,7,wswswswsws
sought of themselves the london road,iambic,6,36,6,wswswsws
alpha the cause of causes first,iambic,6,31,6,wswswsws
'twas well i came at last he deign'd to say,iambic,6,43,10,wswswswsws
how lavish grandeur blaz'd the barren waste,iambic,6,43,7,wswswswsws
vengeance divine offended order arms,iambic,6,36,5,wswswswsws
preceding shou'd be destitute of rain,iambic,6,37,6,wswswswsws
resign'd and calm await that awful hour,iambic,6,39,7,wswswswswsw
his duty 't is to love himself alone,iambic,6,36,8,wswswwswsws
should cultivate their worthlesness in france,iambic,6,45,6,wswswswsws
of avon whence thy rosy fingers cull,iambic,6,36,7,wswswswsws
till darkness be by dying past,iambic,6,30,6,wswswsws
to gather fairest wreaths of future fame,iambic,6,40,7,wswswswsws
nor am i yet so old nor is my glance,iambic,6,36,10,wswswswsws
saw youth and joy and love's enchanting wiles,iambic,6,45,8,wswswswsws
and revel in the shade,iambic,6,22,5,wswsws
the priest where high the billow springs,iambic,6,40,7,wswswsws
fitly with joy thou minglest care,iambic,6,33,6,wswswsws
far from the dull impertinence of man,iambic,6,37,7,wswswswsws
give them the taste of sweet and sour,iambic,6,37,8,wswswswsw
thou radiant spark of heav'nly light,iambic,6,36,6,wsswswsws
corinna cherry honeycomb and snip,iambic,6,33,5,wswswswsws
the elder year pomona pleas'd shall deck,iambic,6,40,7,wswswswsws
a dauntless soul erect who smil'd on death,iambic,6,42,8,wswswswsws
with those we love to pour the sigh,iambic,6,35,8,wswswsws
and steals to death from anguish and from shame,iambic,6,47,9,wswswswsws
of triumph o'er their betters find in death,iambic,6,43,8,wswswswsws
'tis best sometimes your censure to restrain,iambic,6,44,7,wswswswsws
where the vague moonbeams pour a silver flood,iambic,6,45,8,wswswswsws
frest to thy bones while to the gale,iambic,6,36,8,wswswsws
views all her charms reflected all her cares,iambic,6,44,8,wswswswsws
dives deep in their economy divine,iambic,6,34,6,wswswswsws
a snug and friendly game at cards,iambic,6,33,7,wswswsws
to add such splendour to their line,iambic,6,35,7,wswswsws
struggling corruption owns nor dares assault,iambic,6,44,6,sswswswsws
of subterranean excavated grots,iambic,6,31,4,wswsswswsws
seize delia's frame suspend at once her breath,iambic,6,46,8,wsswswswsws
secure from the men and the monsters of prey,iambic,6,44,9,wswswswswsw
'but let a maid thy pity share,iambic,6,30,7,wswswsws
fair virtue shone his open look,iambic,6,31,6,wswswsws
ye muses skill'd in ev'ry winning art,iambic,6,37,7,wswswswsws
his statue shall be rais'd in ev'ry street,iambic,6,42,8,wswswswsws
each passing hour this moral shews,iambic,6,34,6,wswsswsws
go whisper love in chloe's ears,iambic,6,31,6,wswswsws
but ah how oft my lawless passions rove,iambic,6,39,8,wswswswsws
offspring of immortal line,iambic,6,26,4,swswsws
old avon pleas'd his reedy forehead rears,iambic,6,41,7,wswswswsws
wrapp'd in the garb simplicity would wear,iambic,6,41,7,wswswswsws
out of his feeble view and rising shade,iambic,6,39,8,wswswswsws
or sweeps the fishy shore or treasures up,iambic,6,41,8,wswswswsws
that whilst we pay so dear for learning,iambic,6,39,8,wswswswsw
and while she seems to scorn him only fears,iambic,6,43,9,wswswswsws
it cannot be whether i will or no,iambic,6,33,8,wsswswswsw
while egypt names him as her guardian god,iambic,6,41,8,wswswswswsw
that you were bred on earth you fully prove,iambic,6,43,9,wswswswsws
her hamely garb was mair to me,iambic,6,30,7,wswswsws
what shall he do his once so vivid nerves,iambic,6,41,9,wswswswsws
shun'd like fell aconite began to hang,iambic,6,38,7,wswswswsws
the use the pleasure will the toil repay,iambic,6,40,8,wswswswsws
who think'st thyself a murray with disdain,iambic,6,42,7,wswswswsws
guiding the wanton fancy to her scope,iambic,6,37,7,sswswswsws
the mother sigh'd the starting tear withheld,iambic,6,44,7,wswswswsws
let me forewarn'd each sign each system learn,iambic,6,45,8,wswswswsws
a picture this of human life,iambic,6,28,6,wswswsws
fain his compassion wou'd thy works approve,iambic,6,43,7,wswswswsws
for fanny price was lovely and was chaste,iambic,6,41,8,wswswswsws
yet frequent storms the bloom of spring deface,iambic,6,46,8,wswswswsws
lorenzo loath to break thy banquet up,iambic,6,37,7,wswswswsws
and reap rich compensation from my pain,iambic,6,39,7,wswswswsws
in search of nature's awful grace,iambic,6,33,6,wswswsws
if curious of our weal or woe,iambic,6,29,7,wswswswsw
wisdom and friendly talk successive stole,iambic,6,41,6,wswswswsws
of one whose birth was in a land of light,iambic,6,41,10,wswswswsws
of hir'd mourners usher'd thee along,iambic,6,36,6,swswswsws
they're wise to keep us slaves for well they know,iambic,6,49,10,wswswswsws
be avarice and ambition's feet,iambic,6,30,5,wsswswsws
what gars me a' turn cauld as death,iambic,6,35,8,wswswsws
e'en now i see that starting tear,iambic,6,33,7,swswswsws
and as around thy shadows sail,iambic,6,30,6,wswswsws
famed sages lighted up the pagan world,iambic,6,38,7,wswswswsws
who give to chance the world's that round us roll,iambic,6,49,10,wswswswsws
yet if we look more closely we shall find,iambic,6,41,9,wswswswsws
hail happy chief whose valour could deserve,iambic,6,43,7,wswswswsws
in vain you'd fly to yonder shrubs and plants,iambic,6,45,9,wswswswsws
nor wash'd in ocean as from rome he pass'd,iambic,6,42,9,wswswswsws
and teeming ewes that still their burdens bear,iambic,6,46,8,wswswswsws
her unpremeditated strain,iambic,6,25,3,wswswsws
hail peaceful nymph thou eldest thing on earth,iambic,6,46,8,wswswswsws
thro' the dim spaces of futurity,iambic,6,32,6,wswswswsws
to fancy's sway he yields his guileless heart,iambic,6,45,8,wswswswsws
spreads her wide mantle o'er the shiv'ring form,iambic,6,47,8,wswswswsws
now betty from her masters bed had flown,iambic,6,40,8,wswswswsws
on waving spray or mossy dell,iambic,6,29,6,wswswsws
what statesman does not run,iambic,6,27,5,wswsws
'twas ev'n to thee yet the dread path once trod,iambic,6,47,10,wswswswsws
by yours be their fair fame attended,iambic,6,36,7,wswswswsw
with every good that can annoy,iambic,6,30,6,wsswswsws
within her veil's luxuriant maze,iambic,6,32,5,wswswswsw
thy toils and various dangers now are past,iambic,6,42,8,wswsswswsws
and when the great creator's will had join'd,iambic,6,44,8,wswswswsws
i know thee lord nor slow to hear,iambic,6,33,8,wswswsws
the goddess stoop'd assent forth from a cloud,iambic,6,45,8,wswswswsws
i would not rob his fair,iambic,6,24,6,wswsws
still where devoid of care the stripling roves,iambic,6,46,8,wswswswsws
were play'd by a rat,iambic,6,20,5,wswsw
where science only feigns to dwell,iambic,6,34,6,wswswsws
the coach was order'd in they step,iambic,6,34,7,wswswsws
still stranger much that when at length mankind,iambic,6,47,8,wswswswsws
nor by trim steps hand gently down,iambic,6,34,7,wswswsws
a greenland night we might attend,iambic,6,33,6,wswswsws
for o amid each pang my bosom knows,iambic,6,35,8,wswswswsws
with friendship guarded and with virtue grac'd,iambic,6,46,7,wswswswsws
seek a new heaven upon thy breast,iambic,6,33,7,wswsswsws
and thou thyself o'er ev'ry country sown,iambic,6,40,7,wswswswsws
and shall return it with neglect,iambic,6,32,6,wswswsws
unless it suits with my own humour too,iambic,6,38,8,wswswswsws
scarce can the tortur'd mind the thought sustain,iambic,6,48,8,wswswswsws
and force defeated make them slaves by fraud,iambic,6,44,8,wswswswsws
in pure goodmanners scorch'd to death,iambic,6,37,6,swswswsw
yea by thy sympathy unseen shall feel,iambic,6,37,7,wswswswsws
and live in short like courtly friends,iambic,6,38,7,wswswsws
that little birdies chirp and sing,iambic,6,34,6,wswswsws
three girls preceded all by time endear'd,iambic,6,41,7,wswswswsws
this bleeding heart this trembling hand to thine,iambic,6,48,8,wswswswswsw
and let them ken if goud's their pride,iambic,6,38,8,wswswsws
should rank with thee thou scum of earth,iambic,6,40,8,wswswsws
can sound the slow knell echo to the note,iambic,6,41,9,wswswswsws
no sound of hammer or of saw was there,iambic,6,38,9,wswswswsws
and the last night which shou'd have brought me rest,iambic,6,52,10,wswswswsws
they plac'd respectfully before the king,iambic,6,40,6,wswswswsws
in happy chains our daring language bound,iambic,6,41,7,wswswswsws
as if the summer's labour past she chose,iambic,6,40,8,wswswswsws
her sacred domes involv'd in rolling fire,iambic,6,41,7,wswswswswsw
and where our wants have end our love begins,iambic,6,44,9,wswswswsws
which set the living firmament on fire,iambic,6,38,7,wswswswswsw
and haunt me in my midnight walk,iambic,6,32,7,wswswsws
can hopes of heav'n bright prospects of an hour,iambic,6,47,9,wswswswswsw
that glads the ploughman's sunday morning's round,iambic,6,49,7,wswswswsws
and sweep their lofty strings those awful strings,iambic,6,49,8,wswswswsws
at least with men of florio's breeding,iambic,6,38,7,wswswswsws
sunk down with sickness faint and wan,iambic,6,37,7,wswswsws
now in the milder garb of ridicule,iambic,6,34,7,wswswswsws
in thrill'd remembrance of the vanish'd hours,iambic,6,45,7,wswswswswsw
to thy pale and trembling bride,iambic,6,31,6,wwswswsw
in their warm bosom fed the mountains these,iambic,6,43,8,wswswswsws
the dusky myriads crowd the sultry plain,iambic,6,40,7,wswswswswsw
to build our house e'er i in peace retire,iambic,6,41,9,wswswswsws
shall glut my rage and dye the wood,iambic,6,35,8,wswswsws
when frosts have whiten'd all the naked groves,iambic,6,46,8,wswswswsws
hope things may mend in flanders,iambic,6,32,6,wswswsw
and lull'd thy slumbers with an airy song,iambic,6,41,8,wswswswsws
nor can my radiant angel question mine,iambic,6,38,7,wswsswswsws
sure at his birth things not unknown of old,iambic,6,43,9,wswswswsws
and stamps his pray'rs for once sincere,iambic,6,39,7,wswswsws
joys which alone from thy fair laws arise,iambic,6,41,8,wswswswsws
and sure 'tis this is keeney'd burney's fort,iambic,6,44,8,wswswswsws
where niggard nature ne'er unlocks,iambic,6,34,5,wswswsws
whose worth deserves thy own immortal verse,iambic,6,43,7,wswswswsws
arise o lord and hear thy people's call,iambic,6,39,8,wswswswsws
then all my pains one moment overpaid,iambic,6,37,7,wswswswsws
bin all professions time and pains give skill,iambic,6,45,8,wswswswsws
trampled by fiery coursers horror thus,iambic,6,38,6,wswsswswsws
who after all their services preferr'd,iambic,6,38,6,wswswswsws
that lord was pleas'd this holiday to make,iambic,6,42,8,wswswswsws
when least adorn'd another steals our hearts,iambic,6,44,7,wswswswsws
alive and with my lord and you,iambic,6,30,7,wswswsws
and grasps the flaming bolt of sacred fire,iambic,6,42,8,wswswswswsw
the seeds of peace and mark her for their prey,iambic,6,46,10,wswswswsws
by keen yet decent satire skill'd to please,iambic,6,43,8,wswswsswsws
blame not thy clime nor chide the distant sun,iambic,6,45,9,wswswswsws
and is himself that torment which he flies,iambic,6,42,8,wswswswsws
that in a few short moments i retrace,iambic,6,37,8,wswswswsws
for her the black assassin draws his sword,iambic,6,42,8,wswswswsws
hail independence by true reason taught,iambic,6,39,6,wswswswsws
but how shall i attempt such arduous string,iambic,6,43,8,wswswswswsw
trifles for solid worth by most pursu'd,iambic,6,39,7,sswswswsws
why auhors all this scrawl and scribbling sore,iambic,6,46,8,wswswswswsw
what healing virtue swells the tender veins,iambic,6,43,7,wswswswsws
but so are twenty faces,iambic,6,23,5,wswswsw
sollicits heav'n to add the other score,iambic,6,39,7,swswswswsw
or when did e'er the generous steed,iambic,6,35,7,wswswswsw
and the dark den where once his empire stood,iambic,6,44,9,wswswswswsw
bidding mankind believe what you have taught,iambic,6,44,7,sswswswsws
the varied scene of quickcompounded thought,iambic,6,43,6,wswswswsws
you would be happy and secure it here,iambic,6,37,8,wswswswsws
like temper'd harmony of light and shade,iambic,6,40,7,wswswswsws
a'd tell ye where but i think shame,iambic,6,35,8,wswswsws
from fair to fair i vow'd to range,iambic,6,34,8,wswswsws
and rise triumphant in the fatal breach,iambic,6,39,7,wswswswsws
surrounded with the engines of his fate,iambic,6,39,7,wswswswsws
for what must sal or poet sue,iambic,6,29,7,wswswsws
in pelting at each other's brains,iambic,6,33,6,wswswsws
angelic tones that shed with magic power,iambic,6,40,7,wswswswswsw
suppress suppress thy grief my child,iambic,6,36,6,wswswsws
speaks awful answers from the mystic cloud,iambic,6,42,7,wswswswsws
are set apart for souls refin'd as thine,iambic,6,40,8,wswswswsws
the frame is wove of slender thread,iambic,6,35,7,wswswsws
