Verse,Meter,Stressed_Verse
and people won't say that you're mad,anapaestic,wswswsws
which are fit for the language or labour of love,anapaestic,wswswswswwsw
im canny i'm cunning and have both wile and wit,anapaestic,wsswswswswsw
and so sent to challenge the champion of thame,anapaestic,wwswsswswsws
where thames oft his current delays,anapaestic,wswswsws
me the spirits that flow from his wines,anapaestic,swswswsws
i hope sir by this you have found your account,anapaestic,wswswwswsws
no hope not i'll add to the fears of the wife,anapaestic,wswswswswsw
were peeping there thro' to do justice between 'em,anapaestic,wswswswsswsw
the little donkey stood nearby when jesus christ was born,anapaestic,wswswswswswsws
the first child with a brother who followed in time,anapaestic,wswswsswswsw
that meadow where often i stray'd,anapaestic,wsswswsw
that heaven resided where grace had its dwelling,anapaestic,wsswswswswsw
be religion the principal care of your life,anapaestic,swsswswswsws
non traditional verse deserves no less esteem,anapaestic,swsswswswsws
such may be the words he might say,anapaestic,wswswsws
an old goat in a boat rowed off shore,anapaestic,swswswsws
is the charmer quite easy while i am away,anapaestic,wwswsswswsws
she is faithless and i am undone,anapaestic,swswswsws
the infidel then sees no joyous tomorrow,anapaestic,wswswswsswsw
as it falls from thy flail on the ground,anapaestic,swswswsws
the terence of england the mender of hearts,anapaestic,wswswswswsw
of aw hours it telt eight was dearest to me,anapaestic,wswswswswsw
nor stopped he again till his own castle moat,anapaestic,swswswswssw
oh think that your damon is by,anapaestic,wswwswsw
yet still there's a nymph with as magical powers,anapaestic,wswswswsswsw
it will much more redound,anapaestic,wswsws
why they were in this fright i have lately been told,anapaestic,wswwswswswsw
harsh and rough is the cygnet's most delicate down,anapaestic,wswswswswwsw
'and think'st thou' i said 'with the son i can part,anapaestic,wswswswswsw
but indeed she's so bad that i fear for her life,anapaestic,swswwswwswsw
of the kirk was condemn'd to the stool of repentance,anapaestic,wswswswswswsw
for you ne'er in receipts should stick close to the letter,anapaestic,wswswswswswsw
and the tents were all silent the banners alone,anapaestic,wswswsswssws
did he torture his head or his bosom with fire,anapaestic,wwswswswsswsw
she rambles about and i meet her at eve,anapaestic,wswswswswsw
and the sirstlings are all at their play,anapaestic,swswswsws
let censuring criticks then think what they list on't,anapaestic,wswswwswswsw
as it pleases your mind to your health 'twill redound,anapaestic,wwswswswswsw
of the midnight ride of paul revere,anapaestic,swswswsws
in the bloom of few days or the bloom of few years,anapaestic,wswswswwswsw
for gods mercys a gift he presents,anapaestic,swswswsws
o make her great jove an example,anapaestic,wswswswsw
to see total mankind as a genus of one,anapaestic,swsswswwswsw
ah why do ye fade from my eye,anapaestic,wswswsws
so when she robs men of their wits,anapaestic,wswswsws
will i find a limb afflicted with a strange ache,anapaestic,wwswswswswsw
i know not what fate may ensue,anapaestic,wswswsws
either strew'd at the roots shrivell'd wither'd and dead,anapaestic,swswswswswsw
our townshend make speeches and i shall compile,anapaestic,wswsswswsws
how thy janet caress'd thee and my meg was kind,anapaestic,wwsswswswsws
soft hope is the relique i bear,anapaestic,wswswsws
they say i have strong jaws its true i'll admit,anapaestic,wswwswswsws
shrinks modestly back from the view,anapaestic,wswswsws
the lovely and kind,anapaestic,wswsw
and your stock may diminish but never enlarge,anapaestic,wswswsswssws
where a woman rode naked their taxes to clear,anapaestic,swsswsswswsw
hymen mark'd out the spot and would plant some sweet flower,anapaestic,swswwswwswsw
in antiseptic pentameter,anapaestic,wswswswsw
unmov'd when her corydon sighs,anapaestic,wswwswsw
these virtues betray her extraction from heav'n,anapaestic,wswswswswsw
a wartnosed witch gets on her broom,anapaestic,wswswsws
and her thoughts are so pester'd she scarce earns her bread,anapaestic,wswswsswswsw
you slight my complaints and are deaf to my cries,anapaestic,swswswwswsw
i know you're too wise to love dining in state,anapaestic,wswswswswsw
and die before tir'd of myself or my wife,anapaestic,wswswswswsw
i must finish my journey alone,anapaestic,swswswsws
for i find i have no inclination to eat,anapaestic,wwswswswswsw
as freedom inspir'd me i rang'd and i sung,anapaestic,wswswswwswsw
by a happy refinement in mortification,anapaestic,wwsswswswswsw
and prays he'd consider her chargeable store,anapaestic,swswsswswsw
gave the lustre of mid day to objects below,anapaestic,swsswswswsws
ay sir i remember an excellent sarment,anapaestic,wswswswswsww
beside a clear brook lay reclin'd,anapaestic,wswswsws
through it all the strange notes woefully made demand,anapaestic,wswwswsswsws
let one side of our cottage a flourishing vine,anapaestic,wswswsswswsw
two chairmen her doves and a flambeau her star,anapaestic,wswswswswsw
she brought me the vi'let that grows on the hill,anapaestic,wswwswswsws
no bloom on the blossoms appear,anapaestic,wswwssws
i ask not that phoebe my talk should approve,anapaestic,wswwswswsws
id write some limericks or lyrics to sing,anapaestic,wswswswswsw
and thy bosom no trace of dejection retain,anapaestic,wwswswswswsw
while visions of sugar plums danced in their heads,anapaestic,wsswswswsws
fair flora i cry'd to my arbour repair,anapaestic,wswswswswsw
the joys thy fond fancy had fram'd,anapaestic,swswswsw
too fatal alas to the fair one he lov'd,anapaestic,wsswswswsws
id get shakes and would be,anapaestic,wswsws
their head clean off for they names sake,anapaestic,wswswsws
but molly he thought had the sprightliest eye,anapaestic,wswswswswsw
now the flame rises fast you exult in my pain,anapaestic,wswsswswswsw
and the music the lamps and the glare of vauxhall,anapaestic,wwswswswswsw
fond zephyr caresses the pine,anapaestic,wsswswsw
the sight of a belle and the smell of a beau,anapaestic,wswswswswsw
we admire his fair sister the regent of night,anapaestic,wswswsswswsw
no give me the wife that shall save me a cook,anapaestic,wswswswswsw
marching down to their boats on the shore,anapaestic,swswswsws
in the form of gold coins to use up selfishly,anapaestic,wswswswswsws
the poets the critics the metaphysicians,anapaestic,wsswsswswsws
but i'll get to singing an' dancing again,anapaestic,wwswswswsws
and enjoyed my new path of becoming a wife,anapaestic,swswswswswsw
come to me and put thine sweet eyes,anapaestic,wswswsws
and softness the test of your sex,anapaestic,wswswsws
tho' thy fragrance exceeds saba's richest perfume,anapaestic,swsswswwssws
when embarrass'd with baubles and toys,anapaestic,swswswsws
but she plung'd from her grassspringing bed,anapaestic,wswswswsw
those streams with such fondness survey'd,anapaestic,wswwswsw
o return gentle shepherd return to my prayer,anapaestic,wswswsswswsw
my heart how it pants to be free,anapaestic,wswswsws
with the sleigh full of toys and st nicholas too,anapaestic,wwswswswswsw
from shallow freethinkers in taverns disputing,anapaestic,wswswswsswsw
will be wishes come true deep within to allot,anapaestic,wwswswswswsw
why should love be expos'd,anapaestic,wwswsw
and his danger in this and the world that's to come,anapaestic,wwswswswswsw
but where does my phyllida stray,anapaestic,wswwswsw
so sweetly the shepherd did look,anapaestic,wswswsws
quite sick of pursuing each troublesome elf,anapaestic,wswswswswsw
here lies david garrick describe me who can,anapaestic,swswsswswsw
many veteran artists opine to be sure,anapaestic,swsswswsswsw
i kiss'd the ripe roses that glow'd on her cheek,anapaestic,swswsswswsw
for chloe has gi'en me her heart,anapaestic,wsswswsws
and we know it gives joy on a bottle of nappy,anapaestic,wswswswwsswsw
to transcribe from my grandmother's book a receipt,anapaestic,swswswsswsws
and this from the peacock all gaudy array'd,anapaestic,wswwswswsws
but because he has writ about seeing,anapaestic,swswswswsw
in their river of insights where artistry streams,anapaestic,wwswswswswsw
left to wander until retribution is brought,anapaestic,swswswswswsw
there was nin o' the leave that was leyke my awn sel,anapaestic,wwswswswswsw
when the sparklers have sparked and the cannons have boomed,anapaestic,wwswswswswsw
then he shambles and straddles so oddly i fear,anapaestic,wswswsswswsw
but when chloe with sweetness and sense in her look,anapaestic,wwsswswswsws
and mortals the sweets of forgetfulness prove,anapaestic,wswswswswsw
tears gave him some little relief,anapaestic,wswwssws
where the prudent will walk but the bolder will ride,anapaestic,wwswswswswsw
and the price for our freedom in blood dearly bought,anapaestic,wwswwswswsws
but merry or grave willy often wad tell,anapaestic,wswswswswsw
ah me with what raptur'd attention i've hung,anapaestic,wswswswswsw
the dews of the evening most carefully shun,anapaestic,wswswswswsw
but why these to me who've his constancy known,anapaestic,wswswswswsw
to involve us in cares and in strife,anapaestic,swswswsws
when the soft tear steals silently down from the eye,anapaestic,wswswswswwsw
all mournful the midnight bell rung,anapaestic,wswswsws
ourd will shall be wild fowl of excellent flavour,anapaestic,sswwswswswsww
'i don't know' says law 'now methinks for his look,anapaestic,wswswswswsw
to leave off all writing when con comes from school,anapaestic,wswwswswsws
and i fa' a greeting though much i think shame,anapaestic,wwswswswsws
while stormy winds over her blew,anapaestic,wswswsws
why women should only give mouth in the kitchen,anapaestic,wsswswswswsw
nor laceman to plague in a morning not she,anapaestic,wswswswswsw
this present so princely was train'd up with care,anapaestic,wsswswswsws
to be kiss'd by so dainty a dame,anapaestic,wswswswsw
to collect what kind nature has sent,anapaestic,swswswsws
clear i see as a child i was free,anapaestic,swswswsws
the laird he has money the laird he has land,anapaestic,wswwswswsws
but willy he laugh'd and he meade me his weyfe,anapaestic,wswswswswsw
the lab'rer's entititled to live by his trade,anapaestic,wsswswswswsw
last week as they sat in the grove,anapaestic,wswswsws
for indifference rises between,anapaestic,swsswssws
then what was his failing come tell it and burn ye,anapaestic,wswwswswswsw
or where is the treasure can buy off a sigh,anapaestic,wswwswswsws
'tis the pain of her absence adds lead to his feet,anapaestic,wswswswswsws
then there's trim little dicky who calls himself bless'd,anapaestic,wswswsswswsw
and has put out pope's fires which he kindled before,anapaestic,wswswsswwswsw
find the cure for diseasestheir mysteries solved,anapaestic,wswswswswsw
not a brook that is limpid and clear,anapaestic,wswswswsw
and sit on the throne till a woman grew dumb,anapaestic,wswswswswsw
alas if they never had met,anapaestic,wswwswsw
but why do i muse on past woe,anapaestic,wswswsws
that we live but few years and yet fewer are young,anapaestic,wswswswwswsw
shou'd rashly endanger his life,anapaestic,wswswsws
that to vex her good man she took this way to teaze him,anapaestic,wswswswswswsw
but preteen feet cant fly or zoom,anapaestic,swswswsw
where they are what they do they believe my tears flow,anapaestic,wswswwswswsw
the fourth part of a pint you next must allow,anapaestic,wswswswwsws
ye meadows so lovely farewel,anapaestic,wsswswsw
the thread which dame lachesis twines,anapaestic,wswswsws
thus glide the soft numbers along,anapaestic,wswswsws
why what's all this rout are you sullen my dear,anapaestic,wswswswswsw
was i bishop i swear,anapaestic,wwswsw
now ascend penmenrose oh beware as you rise,anapaestic,wswswswsswsw
but debtor and creditor brings in the pence,anapaestic,wsswswswsws
nor can art an embellishment add,anapaestic,wswswswsw
i mean to remember our friends in greatbritain,anapaestic,wswswswswsws
where the flow'rs have the charms of the spring,anapaestic,wswswswsws
but ranelagh soon would her footsteps recall,anapaestic,wswswswsws
i cannot say how i hunt down my words,anapaestic,wswswswsws
give your belly a feast and your breech a reprieve,anapaestic,swsswswswsws
explains from old medals and coins,anapaestic,wswswsws
weve chosen you to do this task especially for gods sake,anapaestic,wsswwswswsswsw
ye roofs where cold damps and dismay,anapaestic,wswswsws
but where is my child he cried pale with alarm,anapaestic,wswwswswsws
or find the wood cut where we saunter'd amaying,anapaestic,wswswswswssw
nay on him let not phillida frown,anapaestic,wswswswsw
tho' o'er her white forehead the gilt tresses flow,anapaestic,swswswswssw
sweet kitty suspecting laid hold of my arm,anapaestic,wsswswswsws
smiles sweeter than infants newborn,anapaestic,wswsswsw
where in neatness and quiet and free from surprize,anapaestic,wwswswwswsws
i lives in a neat little cottage,anapaestic,wswswswsw
alas what avails it how dear,anapaestic,wswswsws
